hash_replica_retrain_VanillaNerf/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-05_06-51-22 | cuda | fp16 | hash_replica_retrain_VanillaNerf
stone_nerf/log_ngp.txt:5041:[INFO] Trainer: ngp | 2023-12-19_07-01-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5051:[INFO] Trainer: ngp | 2023-12-19_07-24-42 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5061:[INFO] Trainer: ngp | 2023-12-19_07-43-34 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5071:[INFO] Trainer: ngp | 2023-12-19_07-44-03 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5081:[INFO] Trainer: ngp | 2023-12-19_07-44-34 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5091:[INFO] Trainer: ngp | 2023-12-19_07-50-03 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5101:[INFO] Trainer: ngp | 2023-12-19_07-56-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5111:[INFO] Trainer: ngp | 2023-12-19_07-58-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5121:[INFO] Trainer: ngp | 2023-12-19_08-11-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5131:[INFO] Trainer: ngp | 2023-12-28_06-47-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5141:[INFO] Trainer: ngp | 2023-12-28_06-49-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5151:[INFO] Trainer: ngp | 2023-12-28_06-53-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5161:[INFO] Trainer: ngp | 2023-12-28_07-01-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5171:[INFO] Trainer: ngp | 2023-12-28_07-01-54 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5181:[INFO] Trainer: ngp | 2023-12-28_07-02-55 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5191:[INFO] Trainer: ngp | 2023-12-28_07-03-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5201:[INFO] Trainer: ngp | 2023-12-28_07-04-17 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5211:[INFO] Trainer: ngp | 2023-12-28_07-05-54 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5221:[INFO] Trainer: ngp | 2023-12-28_07-06-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5231:[INFO] Trainer: ngp | 2023-12-28_07-06-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5241:[INFO] Trainer: ngp | 2023-12-28_07-06-38 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5251:[INFO] Trainer: ngp | 2023-12-28_07-07-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5261:[INFO] Trainer: ngp | 2023-12-28_07-08-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5271:[INFO] Trainer: ngp | 2023-12-28_07-23-17 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5281:[INFO] Trainer: ngp | 2023-12-28_07-25-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5291:[INFO] Trainer: ngp | 2023-12-28_07-33-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5301:[INFO] Trainer: ngp | 2023-12-28_07-35-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5311:[INFO] Trainer: ngp | 2023-12-28_07-43-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5321:[INFO] Trainer: ngp | 2023-12-28_07-51-08 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5331:[INFO] Trainer: ngp | 2023-12-28_07-52-23 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5341:[INFO] Trainer: ngp | 2023-12-28_07-54-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5351:[INFO] Trainer: ngp | 2023-12-28_08-40-23 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5361:[INFO] Trainer: ngp | 2023-12-29_00-46-42 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5371:[INFO] Trainer: ngp | 2023-12-29_01-12-45 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5381:[INFO] Trainer: ngp | 2023-12-29_01-13-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5391:[INFO] Trainer: ngp | 2023-12-29_01-13-34 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5401:[INFO] Trainer: ngp | 2023-12-29_01-27-36 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5411:[INFO] Trainer: ngp | 2023-12-29_01-28-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5421:[INFO] Trainer: ngp | 2023-12-29_01-28-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5431:[INFO] Trainer: ngp | 2023-12-29_01-29-46 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5441:[INFO] Trainer: ngp | 2023-12-29_01-30-24 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5451:[INFO] Trainer: ngp | 2023-12-29_01-31-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5461:[INFO] Trainer: ngp | 2023-12-29_01-31-36 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5471:[INFO] Trainer: ngp | 2023-12-29_01-32-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5481:[INFO] Trainer: ngp | 2023-12-29_02-24-30 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5491:[INFO] Trainer: ngp | 2023-12-29_02-25-00 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5501:[INFO] Trainer: ngp | 2023-12-29_04-18-00 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5511:[INFO] Trainer: ngp | 2023-12-29_04-31-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5521:[INFO] Trainer: ngp | 2023-12-29_04-34-15 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5531:[INFO] Trainer: ngp | 2023-12-29_04-35-20 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5541:[INFO] Trainer: ngp | 2023-12-29_04-44-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5551:[INFO] Trainer: ngp | 2023-12-29_04-44-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5561:[INFO] Trainer: ngp | 2023-12-29_05-09-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5571:[INFO] Trainer: ngp | 2023-12-29_05-10-57 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5581:[INFO] Trainer: ngp | 2023-12-29_05-18-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5591:[INFO] Trainer: ngp | 2023-12-29_05-19-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5601:[INFO] Trainer: ngp | 2023-12-29_05-20-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5611:[INFO] Trainer: ngp | 2023-12-29_05-26-49 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5621:[INFO] Trainer: ngp | 2023-12-29_05-47-40 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5631:[INFO] Trainer: ngp | 2023-12-29_05-49-42 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5641:[INFO] Trainer: ngp | 2023-12-29_05-50-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5651:[INFO] Trainer: ngp | 2023-12-29_05-52-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5661:[INFO] Trainer: ngp | 2023-12-29_06-29-50 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5671:[INFO] Trainer: ngp | 2023-12-29_06-38-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5681:[INFO] Trainer: ngp | 2023-12-29_07-23-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5691:[INFO] Trainer: ngp | 2023-12-29_07-26-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5701:[INFO] Trainer: ngp | 2023-12-31_10-55-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5711:[INFO] Trainer: ngp | 2023-12-31_11-15-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5721:[INFO] Trainer: ngp | 2023-12-31_12-03-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5731:[INFO] Trainer: ngp | 2023-12-31_12-04-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5741:[INFO] Trainer: ngp | 2023-12-31_12-15-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5751:[INFO] Trainer: ngp | 2023-12-31_12-49-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5761:[INFO] Trainer: ngp | 2023-12-31_12-49-35 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5771:[INFO] Trainer: ngp | 2023-12-31_13-02-57 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5781:[INFO] Trainer: ngp | 2023-12-31_13-37-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5791:[INFO] Trainer: ngp | 2023-12-31_13-55-40 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5801:[INFO] Trainer: ngp | 2023-12-31_14-35-49 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5811:[INFO] Trainer: ngp | 2023-12-31_14-37-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5821:[INFO] Trainer: ngp | 2024-01-01_04-11-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5831:[INFO] Trainer: ngp | 2024-01-01_04-12-20 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5841:[INFO] Trainer: ngp | 2024-01-01_04-14-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5851:[INFO] Trainer: ngp | 2024-01-01_04-16-30 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5861:[INFO] Trainer: ngp | 2024-01-01_04-20-29 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5871:[INFO] Trainer: ngp | 2024-01-01_04-21-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5881:[INFO] Trainer: ngp | 2024-01-01_04-22-38 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5891:[INFO] Trainer: ngp | 2024-01-01_04-24-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5901:[INFO] Trainer: ngp | 2024-01-01_04-25-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5911:[INFO] Trainer: ngp | 2024-01-01_04-34-24 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5921:[INFO] Trainer: ngp | 2024-01-01_04-59-24 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5931:[INFO] Trainer: ngp | 2024-01-01_05-00-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5941:[INFO] Trainer: ngp | 2024-01-01_05-03-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5951:[INFO] Trainer: ngp | 2024-01-01_05-11-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5961:[INFO] Trainer: ngp | 2024-01-01_05-12-15 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5971:[INFO] Trainer: ngp | 2024-01-01_05-13-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5981:[INFO] Trainer: ngp | 2024-01-01_05-14-08 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:5991:[INFO] Trainer: ngp | 2024-01-01_05-14-29 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6001:[INFO] Trainer: ngp | 2024-01-01_05-14-45 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6011:[INFO] Trainer: ngp | 2024-01-01_05-15-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6021:[INFO] Trainer: ngp | 2024-01-01_05-15-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6031:[INFO] Trainer: ngp | 2024-01-01_05-17-50 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6041:[INFO] Trainer: ngp | 2024-01-01_05-29-08 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6051:[INFO] Trainer: ngp | 2024-01-01_05-36-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6061:[INFO] Trainer: ngp | 2024-01-01_05-39-07 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6071:[INFO] Trainer: ngp | 2024-01-01_05-46-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6081:[INFO] Trainer: ngp | 2024-01-01_06-57-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6091:[INFO] Trainer: ngp | 2024-01-01_06-58-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6101:[INFO] Trainer: ngp | 2024-01-01_07-04-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6111:[INFO] Trainer: ngp | 2024-01-01_07-10-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6121:[INFO] Trainer: ngp | 2024-01-01_07-13-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6131:[INFO] Trainer: ngp | 2024-01-01_07-16-50 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6141:[INFO] Trainer: ngp | 2024-01-01_07-27-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6151:[INFO] Trainer: ngp | 2024-01-01_07-27-40 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6161:[INFO] Trainer: ngp | 2024-01-01_07-28-19 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6171:[INFO] Trainer: ngp | 2024-01-01_07-29-20 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6181:[INFO] Trainer: ngp | 2024-01-01_07-30-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6191:[INFO] Trainer: ngp | 2024-01-01_07-41-30 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6201:[INFO] Trainer: ngp | 2024-01-01_07-42-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6211:[INFO] Trainer: ngp | 2024-01-01_07-43-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6221:[INFO] Trainer: ngp | 2024-01-01_07-44-59 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6231:[INFO] Trainer: ngp | 2024-01-01_07-45-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6241:[INFO] Trainer: ngp | 2024-01-01_07-46-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6251:[INFO] Trainer: ngp | 2024-01-01_07-47-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6261:[INFO] Trainer: ngp | 2024-01-01_07-48-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6271:[INFO] Trainer: ngp | 2024-01-01_07-50-25 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6281:[INFO] Trainer: ngp | 2024-01-01_07-52-35 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6291:[INFO] Trainer: ngp | 2024-01-01_07-54-56 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6301:[INFO] Trainer: ngp | 2024-01-01_07-55-40 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6311:[INFO] Trainer: ngp | 2024-01-01_11-14-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6321:[INFO] Trainer: ngp | 2024-01-01_11-16-29 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6331:[INFO] Trainer: ngp | 2024-01-01_11-22-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6341:[INFO] Trainer: ngp | 2024-01-01_12-39-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6351:[INFO] Trainer: ngp | 2024-01-01_12-40-18 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6361:[INFO] Trainer: ngp | 2024-01-01_12-42-45 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6371:[INFO] Trainer: ngp | 2024-01-01_12-43-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6381:[INFO] Trainer: ngp | 2024-01-01_12-57-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6391:[INFO] Trainer: ngp | 2024-01-01_12-58-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6401:[INFO] Trainer: ngp | 2024-01-01_12-59-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6411:[INFO] Trainer: ngp | 2024-01-01_13-13-30 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6421:[INFO] Trainer: ngp | 2024-01-01_13-14-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6431:[INFO] Trainer: ngp | 2024-01-01_13-15-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6441:[INFO] Trainer: ngp | 2024-01-01_13-15-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6451:[INFO] Trainer: ngp | 2024-01-01_13-16-03 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6461:[INFO] Trainer: ngp | 2024-01-01_13-17-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6471:[INFO] Trainer: ngp | 2024-01-01_13-18-07 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6481:[INFO] Trainer: ngp | 2024-01-01_14-29-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6491:[INFO] Trainer: ngp | 2024-01-01_14-41-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6501:[INFO] Trainer: ngp | 2024-01-01_14-46-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6511:[INFO] Trainer: ngp | 2024-01-01_15-03-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6521:[INFO] Trainer: ngp | 2024-01-01_15-07-50 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6531:[INFO] Trainer: ngp | 2024-01-01_15-08-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6541:[INFO] Trainer: ngp | 2024-01-01_15-09-17 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6551:[INFO] Trainer: ngp | 2024-01-01_15-10-22 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6561:[INFO] Trainer: ngp | 2024-01-01_15-10-57 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6571:[INFO] Trainer: ngp | 2024-01-01_15-11-26 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6581:[INFO] Trainer: ngp | 2024-01-01_15-17-00 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6591:[INFO] Trainer: ngp | 2024-01-01_15-19-22 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6601:[INFO] Trainer: ngp | 2024-01-01_15-21-07 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6611:[INFO] Trainer: ngp | 2024-01-01_15-34-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6621:[INFO] Trainer: ngp | 2024-01-01_15-35-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6631:[INFO] Trainer: ngp | 2024-01-01_15-41-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6641:[INFO] Trainer: ngp | 2024-01-01_15-42-12 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6651:[INFO] Trainer: ngp | 2024-01-02_02-07-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6661:[INFO] Trainer: ngp | 2024-01-02_02-27-29 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6671:[INFO] Trainer: ngp | 2024-01-02_02-27-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6681:[INFO] Trainer: ngp | 2024-01-02_02-48-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6691:[INFO] Trainer: ngp | 2024-01-02_02-48-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6701:[INFO] Trainer: ngp | 2024-01-02_02-52-25 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6711:[INFO] Trainer: ngp | 2024-01-02_02-57-11 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6721:[INFO] Trainer: ngp | 2024-01-02_03-15-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6731:[INFO] Trainer: ngp | 2024-01-02_03-20-24 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6741:[INFO] Trainer: ngp | 2024-01-02_03-20-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6751:[INFO] Trainer: ngp | 2024-01-02_03-22-11 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6761:[INFO] Trainer: ngp | 2024-01-02_03-22-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6771:[INFO] Trainer: ngp | 2024-01-02_03-25-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6781:[INFO] Trainer: ngp | 2024-01-02_03-26-17 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6791:[INFO] Trainer: ngp | 2024-01-02_03-28-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6801:[INFO] Trainer: ngp | 2024-01-02_03-29-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6811:[INFO] Trainer: ngp | 2024-01-02_03-29-55 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6821:[INFO] Trainer: ngp | 2024-01-02_03-31-28 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6831:[INFO] Trainer: ngp | 2024-01-02_03-32-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6841:[INFO] Trainer: ngp | 2024-01-02_03-33-40 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6851:[INFO] Trainer: ngp | 2024-01-02_03-38-57 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6861:[INFO] Trainer: ngp | 2024-01-02_03-39-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6871:[INFO] Trainer: ngp | 2024-01-02_03-40-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6881:[INFO] Trainer: ngp | 2024-01-02_03-43-53 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6891:[INFO] Trainer: ngp | 2024-01-02_05-06-39 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6901:[INFO] Trainer: ngp | 2024-01-02_05-19-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6911:[INFO] Trainer: ngp | 2024-01-02_05-22-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6921:[INFO] Trainer: ngp | 2024-01-02_05-28-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6931:[INFO] Trainer: ngp | 2024-01-02_05-29-34 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6941:[INFO] Trainer: ngp | 2024-01-02_05-53-35 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6951:[INFO] Trainer: ngp | 2024-01-02_05-57-21 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6961:[INFO] Trainer: ngp | 2024-01-02_06-01-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6971:[INFO] Trainer: ngp | 2024-01-02_06-03-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6981:[INFO] Trainer: ngp | 2024-01-02_06-05-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:6991:[INFO] Trainer: ngp | 2024-01-02_06-41-45 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7001:[INFO] Trainer: ngp | 2024-01-02_06-42-49 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7011:[INFO] Trainer: ngp | 2024-01-02_06-43-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7021:[INFO] Trainer: ngp | 2024-01-02_06-44-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7031:[INFO] Trainer: ngp | 2024-01-02_06-45-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7041:[INFO] Trainer: ngp | 2024-01-02_06-47-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7051:[INFO] Trainer: ngp | 2024-01-02_06-53-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7061:[INFO] Trainer: ngp | 2024-01-02_07-00-31 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7071:[INFO] Trainer: ngp | 2024-01-02_07-09-23 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7081:[INFO] Trainer: ngp | 2024-01-02_07-09-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7091:[INFO] Trainer: ngp | 2024-01-02_07-10-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7101:[INFO] Trainer: ngp | 2024-01-02_07-12-59 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7111:[INFO] Trainer: ngp | 2024-01-02_07-16-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7121:[INFO] Trainer: ngp | 2024-01-02_07-18-38 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7131:[INFO] Trainer: ngp | 2024-01-02_07-18-56 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7141:[INFO] Trainer: ngp | 2024-01-02_07-20-38 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7151:[INFO] Trainer: ngp | 2024-01-02_07-21-18 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7161:[INFO] Trainer: ngp | 2024-01-02_07-24-19 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7171:[INFO] Trainer: ngp | 2024-01-02_07-25-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7181:[INFO] Trainer: ngp | 2024-01-02_07-25-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7191:[INFO] Trainer: ngp | 2024-01-02_07-26-42 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:7201:[INFO] Trainer: ngp | 2024-01-02_07-27-28 | cuda | fp32 | stone_nerf
